Jahr,RaumSort,RaumLang,RechtsformSort,RechtsformLang,asBetriebsgrSort,BetriebsgrLang,Arbeitsstaetten,AnzBesch,AnzBeschW,AnzBeschM,AnzVZAano,AnzVZAWano,AnzVZAMano
2013,13,Lindenhof,0,Alle Rechtsformen,3,Mittlere Unternehmen,35,4015,1865,2150,3406,1441,1965
2013,13,Lindenhof,0,Alle Rechtsformen,4,Grosse Unternehmen,7,3415,1262,2153,2876,878,1997
2013,13,Lindenhof,1,Einzelfirmen,0,Alle Betriebsgrössen,343,775,484,291,549,311,238
2013,13,Lindenhof,1,Einzelfirmen,1,Mikrounternehmen,338,626,385,241,444,248,196
2013,13,Lindenhof,1,Einzelfirmen,2,Kleine Unternehmen,5,149,99,50,105,63,42
2013,13,Lindenhof,2,Personengesellschaften,0,Alle Betriebsgrössen,43,195,136,59,146,97,49
2013,13,Lindenhof,2,Personengesellschaften,1,Mikrounternehmen,41,144,107,37,105,74,31
2013,13,Lindenhof,2,Personengesellschaften,2,Kleine Unternehmen,2,51,29,22,,,
2013,13,Lindenhof,3,Aktiengesellschaften,0,Alle Betriebsgrössen,583,8706,4342,4364,7346,3365,3981
2013,13,Lindenhof,3,Aktiengesellschaften,1,Mikrounternehmen,444,1791,1074,717,1369,760,609
2013,13,Lindenhof,3,Aktiengesellschaften,2,Kleine Unternehmen,115,2920,1706,1214,2401,1327,1074
2013,13,Lindenhof,3,Aktiengesellschaften,3,Mittlere Unternehmen,20,2143,955,1188,1882,782,1100
2013,13,Lindenhof,3,Aktiengesellschaften,4,Grosse Unternehmen,4,1852,607,1245,,,
2013,13,Lindenhof,4,GmbH,0,Alle Betriebsgrössen,140,802,434,368,585,302,283
2013,13,Lindenhof,4,GmbH,1,Mikrounternehmen,126,412,253,159,301,176,125
2013,13,Lindenhof,4,GmbH,2,Kleine Unternehmen,13,321,149,172,,,
2013,13,Lindenhof,4,GmbH,3,Mittlere Unternehmen,1,69,32,37,,,
2013,13,Lindenhof,5,Genossenschaften,0,Alle Betriebsgrössen,9,319,200,119,250,150,101
2013,13,Lindenhof,5,Genossenschaften,1,Mikrounternehmen,4,29,20,9,20,13,7
2013,13,Lindenhof,5,Genossenschaften,2,Kleine Unternehmen,3,93,55,38,,,
2013,13,Lindenhof,5,Genossenschaften,3,Mittlere Unternehmen,2,197,125,72,,,
2013,13,Lindenhof,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,16,258,107,151,232,88,144
2013,13,Lindenhof,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,10,31,15,16,27,11,15
2013,13,Lindenhof,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,5,100,63,37,87,52,36
2013,13,Lindenhof,6,Ausländische Kapitalgesellschaften,3,Mittlere Unternehmen,1,127,29,98,,,
2013,13,Lindenhof,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,30,173,92,81,105,53,52
2013,13,Lindenhof,7,"Vereine, Stiftungen",1,Mikrounternehmen,28,133,74,59,80,42,38
2013,13,Lindenhof,7,"Vereine, Stiftungen",2,Kleine Unternehmen,2,40,18,22,,,
2013,13,Lindenhof,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,41,3707,1682,2025,2744,1067,1675
2013,13,Lindenhof,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,15,264,95,169,63,23,40
2013,13,Lindenhof,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,12,401,208,193,321,155,165
2013,13,Lindenhof,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,11,1479,724,755,1178,507,671
2013,13,Lindenhof,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,3,1563,655,908,,,
2013,14,City,0,Alle Rechtsformen,0,Alle Betriebsgrössen,1865,29227,14259,14968,23821,10652,13170
2013,14,City,0,Alle Rechtsformen,1,Mikrounternehmen,1462,5394,3035,2359,3979,2091,1888
2013,14,City,0,Alle Rechtsformen,2,Kleine Unternehmen,313,8031,4247,3784,6399,3113,3286
2013,14,City,0,Alle Rechtsformen,3,Mittlere Unternehmen,81,10162,4691,5471,8322,3511,4812
2013,14,City,0,Alle Rechtsformen,4,Grosse Unternehmen,9,5640,2286,3354,5121,1937,3184
2013,14,City,1,Einzelfirmen,0,Alle Betriebsgrössen,395,945,528,417,684,340,344
2013,14,City,1,Einzelfirmen,1,Mikrounternehmen,385,690,380,310,491,237,254
2013,14,City,1,Einzelfirmen,2,Kleine Unternehmen,10,255,148,107,193,103,90
2013,14,City,2,Personengesellschaften,0,Alle Betriebsgrössen,56,600,348,252,500,263,237
2013,14,City,2,Personengesellschaften,1,Mikrounternehmen,46,223,166,57,162,112,50
2013,14,City,2,Personengesellschaften,2,Kleine Unternehmen,9,185,112,73,159,91,68
2013,14,City,2,Personengesellschaften,3,Mittlere Unternehmen,1,192,70,122,,,
2013,14,City,3,Aktiengesellschaften,0,Alle Betriebsgrössen,1031,21428,10331,11097,17699,7866,9832
2013,14,City,3,Aktiengesellschaften,1,Mikrounternehmen,741,3226,1785,1441,2444,1277,1167
2013,14,City,3,Aktiengesellschaften,2,Kleine Unternehmen,216,5500,2851,2649,4473,2128,2344
2013,14,City,3,Aktiengesellschaften,3,Mittlere Unternehmen,66,8425,3741,4684,6893,2797,4096
2013,14,City,3,Aktiengesellschaften,4,Grosse Unternehmen,8,4277,1954,2323,3889,1664,2225
2013,14,City,4,GmbH,0,Alle Betriebsgrössen,215,1962,1039,923,1463,706,757
2013,14,City,4,GmbH,1,Mikrounternehmen,175,681,398,283,477,259,217
2013,14,City,4,GmbH,2,Kleine Unternehmen,37,909,483,426,667,324,343
2013,14,City,4,GmbH,3,Mittlere Unternehmen,3,372,158,214,,,
2013,14,City,5,Genossenschaften,0,Alle Betriebsgrössen,24,698,466,232,571,357,215
2013,14,City,5,Genossenschaften,1,Mikrounternehmen,11,75,48,27,60,37,24
2013,14,City,5,Genossenschaften,2,Kleine Unternehmen,10,214,120,94,182,96,86
2013,14,City,5,Genossenschaften,3,Mittlere Unternehmen,3,409,298,111,,,
2013,14,City,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,41,607,275,332,563,246,318
2013,14,City,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,26,97,40,57,85,32,53
2013,14,City,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,13,311,156,155,290,140,151
2013,14,City,6,Ausländische Kapitalgesellschaften,3,Mittlere Unternehmen,2,199,79,120,,,
2013,14,City,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,70,650,383,267,413,235,178
2013,14,City,7,"Vereine, Stiftungen",1,Mikrounternehmen,60,240,126,114,148,77,71
2013,14,City,7,"Vereine, Stiftungen",2,Kleine Unternehmen,9,335,218,117,,,
2013,14,City,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,1,75,39,36,,,
2013,14,City,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,33,2337,889,1448,1928,639,1289
2013,14,City,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,18,162,92,70,112,60,52
2013,14,City,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,9,322,159,163,236,106,130
2013,14,City,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,5,490,306,184,348,200,148
2013,14,City,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,1,1363,332,1031,,,
2013,20,Kreis 2,0,Alle Rechtsformen,0,Alle Betriebsgrössen,3839,42089,19468,22621,32239,12891,19348
2013,20,Kreis 2,0,Alle Rechtsformen,1,Mikrounternehmen,3393,9559,4898,4661,6655,2987,3669
2013,20,Kreis 2,0,Alle Rechtsformen,2,Kleine Unternehmen,332,9234,4176,5058,7230,2966,4266
2013,20,Kreis 2,0,Alle Rechtsformen,3,Mittlere Unternehmen,100,12666,5708,6958,9981,3903,6075
2013,20,Kreis 2,0,Alle Rechtsformen,4,Grosse Unternehmen,14,10630,4686,5944,8373,3035,5338
2013,20,Kreis 2,1,Einzelfirmen,0,Alle Betriebsgrössen,1673,2927,1618,1309,1946,932,1015
2013,20,Kreis 2,1,Einzelfirmen,1,Mikrounternehmen,1669,2811,1571,1240,1847,896,951
2013,20,Kreis 2,1,Einzelfirmen,2,Kleine Unternehmen,4,116,47,69,99,36,64
2013,20,Kreis 2,2,Personengesellschaften,0,Alle Betriebsgrössen,96,715,435,280,555,311,244
2013,20,Kreis 2,2,Personengesellschaften,1,Mikrounternehmen,86,288,183,105,198,114,85
2013,20,Kreis 2,2,Personengesellschaften,2,Kleine Unternehmen,8,176,118,58,135,86,49
2013,20,Kreis 2,2,Personengesellschaften,3,Mittlere Unternehmen,2,251,134,117,,,
2013,20,Kreis 2,3,Aktiengesellschaften,0,Alle Betriebsgrössen,1245,23466,9434,14032,20072,7289,12783
2013,20,Kreis 2,3,Aktiengesellschaften,1,Mikrounternehmen,954,3759,1684,2075,2847,1134,1713
2013,20,Kreis 2,3,Aktiengesellschaften,2,Kleine Unternehmen,213,5483,2225,3258,4583,1677,2906
2013,20,Kreis 2,3,Aktiengesellschaften,3,Mittlere Unternehmen,68,7788,2943,4845,6843,2334,4509
2013,20,Kreis 2,3,Aktiengesellschaften,4,Grosse Unternehmen,10,6436,2582,3854,,,
2013,20,Kreis 2,4,GmbH,0,Alle Betriebsgrössen,453,3679,1248,2431,3039,847,2192
2013,20,Kreis 2,4,GmbH,1,Mikrounternehmen,420,1280,605,675,915,367,548
2013,20,Kreis 2,4,GmbH,2,Kleine Unternehmen,30,806,391,415,565,242,323
2013,20,Kreis 2,4,GmbH,3,Mittlere Unternehmen,2,273,95,178,,,
2013,20,Kreis 2,4,GmbH,4,Grosse Unternehmen,1,1320,157,1163,,,
2013,20,Kreis 2,5,Genossenschaften,0,Alle Betriebsgrössen,34,990,504,486,710,337,375
2013,20,Kreis 2,5,Genossenschaften,1,Mikrounternehmen,22,122,65,57,76,42,35
2013,20,Kreis 2,5,Genossenschaften,2,Kleine Unternehmen,8,271,160,111,202,111,92
2013,20,Kreis 2,5,Genossenschaften,3,Mittlere Unternehmen,4,597,279,318,432,184,248
2013,20,Kreis 2,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,60,900,324,576,835,285,549
2013,20,Kreis 2,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,43,140,51,89,126,43,83
2013,20,Kreis 2,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,13,294,100,194,280,91,189
2013,20,Kreis 2,6,Ausländische Kapitalgesellschaften,3,Mittlere Unternehmen,4,466,173,293,429,151,277
2013,20,Kreis 2,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,185,2782,1568,1214,1697,946,749
2013,20,Kreis 2,7,"Vereine, Stiftungen",1,Mikrounternehmen,147,799,486,313,432,250,181
2013,20,Kreis 2,7,"Vereine, Stiftungen",2,Kleine Unternehmen,33,1384,711,673,838,443,395
2013,20,Kreis 2,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,5,599,371,228,427,253,173
2013,20,Kreis 2,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,93,6630,4337,2293,3385,1944,1441
2013,20,Kreis 2,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,52,360,253,107,214,141,73
2013,20,Kreis 2,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,23,704,424,280,528,280,248
2013,20,Kreis 2,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,15,2692,1713,979,1380,787,593
2013,20,Kreis 2,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,3,2874,1947,927,1263,736,527
2013,21,Wollishofen,0,Alle Rechtsformen,0,Alle Betriebsgrössen,1108,7323,3427,3896,5580,2274,3307
2013,21,Wollishofen,0,Alle Rechtsformen,1,Mikrounternehmen,1012,2522,1271,1251,1676,725,951
2013,21,Wollishofen,0,Alle Rechtsformen,2,Kleine Unternehmen,79,2091,998,1093,1640,692,948
2013,21,Wollishofen,0,Alle Rechtsformen,3,Mittlere Unternehmen,15,1805,755,1050,1449,518,933
2013,21,Wollishofen,0,Alle Rechtsformen,4,Grosse Unternehmen,2,905,403,502,815,339,475
2013,21,Wollishofen,1,Einzelfirmen,0,Alle Betriebsgrössen,623,994,501,493,649,275,374
2013,21,Wollishofen,1,Einzelfirmen,1,Mikrounternehmen,620,910,463,447,581,248,333
2013,21,Wollishofen,1,Einzelfirmen,2,Kleine Unternehmen,3,84,38,46,,,
2013,21,Wollishofen,2,Personengesellschaften,0,Alle Betriebsgrössen,24,87,49,38,58,29,30
2013,21,Wollishofen,2,Personengesellschaften,1,Mikrounternehmen,22,55,27,28,34,14,21
2013,21,Wollishofen,2,Personengesellschaften,2,Kleine Unternehmen,2,32,22,10,,,
2013,21,Wollishofen,3,Aktiengesellschaften,0,Alle Betriebsgrössen,226,3301,1037,2264,2842,777,2065
2013,21,Wollishofen,3,Aktiengesellschaften,1,Mikrounternehmen,170,734,330,404,552,218,334
2013,21,Wollishofen,3,Aktiengesellschaften,2,Kleine Unternehmen,46,1099,392,707,,,
2013,21,Wollishofen,3,Aktiengesellschaften,3,Mittlere Unternehmen,9,999,216,783,919,179,740
2013,21,Wollishofen,3,Aktiengesellschaften,4,Grosse Unternehmen,1,469,99,370,,,
2013,21,Wollishofen,4,GmbH,0,Alle Betriebsgrössen,138,600,299,301,435,187,248
2013,21,Wollishofen,4,GmbH,1,Mikrounternehmen,130,400,182,218,284,108,175
2013,21,Wollishofen,4,GmbH,2,Kleine Unternehmen,8,200,117,83,,,
2013,21,Wollishofen,5,Genossenschaften,0,Alle Betriebsgrössen,17,579,302,277,400,200,201
2013,21,Wollishofen,5,Genossenschaften,1,Mikrounternehmen,12,62,29,33,39,20,19
2013,21,Wollishofen,5,Genossenschaften,2,Kleine Unternehmen,3,129,77,52,,,
2013,21,Wollishofen,5,Genossenschaften,3,Mittlere Unternehmen,2,388,196,192,,,
2013,21,Wollishofen,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,3,5,1,4,4,1,3
2013,21,Wollishofen,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,3,5,1,4,,,
2013,21,Wollishofen,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,46,765,512,253,453,291,162
2013,21,Wollishofen,7,"Vereine, Stiftungen",1,Mikrounternehmen,34,236,154,82,107,63,44
2013,21,Wollishofen,7,"Vereine, Stiftungen",2,Kleine Unternehmen,9,282,154,128,173,92,80
2013,21,Wollishofen,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,3,247,204,43,,,
2013,21,Wollishofen,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,31,992,726,266,739,514,224
2013,21,Wollishofen,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,21,120,85,35,75,53,22
2013,21,Wollishofen,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,8,265,198,67,191,135,56
2013,21,Wollishofen,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,1,171,139,32,,,
2013,21,Wollishofen,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,1,436,304,132,,,
2013,23,Leimbach,0,Alle Rechtsformen,0,Alle Betriebsgrössen,191,659,347,312,476,218,257
2013,23,Leimbach,0,Alle Rechtsformen,1,Mikrounternehmen,183,413,206,207,270,111,159
2013,23,Leimbach,0,Alle Rechtsformen,2,Kleine Unternehmen,7,174,85,89,144,61,82
2013,23,Leimbach,0,Alle Rechtsformen,3,Mittlere Unternehmen,1,72,56,16,62,46,16
2013,23,Leimbach,1,Einzelfirmen,0,Alle Betriebsgrössen,130,181,81,100,116,40,76
2013,23,Leimbach,1,Einzelfirmen,1,Mikrounternehmen,130,181,81,100,116,40,76
2013,23,Leimbach,3,Aktiengesellschaften,0,Alle Betriebsgrössen,14,77,28,49,66,19,46
2013,23,Leimbach,3,Aktiengesellschaften,1,Mikrounternehmen,13,49,22,27,40,15,25
2013,23,Leimbach,3,Aktiengesellschaften,2,Kleine Unternehmen,1,28,6,22,,,
2013,23,Leimbach,4,GmbH,0,Alle Betriebsgrössen,23,119,31,88,93,17,76
2013,23,Leimbach,4,GmbH,1,Mikrounternehmen,22,69,23,46,48,12,36
2013,23,Leimbach,4,GmbH,2,Kleine Unternehmen,1,50,8,42,,,
2013,23,Leimbach,5,Genossenschaften,0,Alle Betriebsgrössen,4,55,36,19,39,23,16
2013,23,Leimbach,5,Genossenschaften,1,Mikrounternehmen,3,24,16,8,,,
2013,23,Leimbach,5,Genossenschaften,2,Kleine Unternehmen,1,31,20,11,,,
2013,23,Leimbach,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,6,47,30,17,27,17,10
2013,23,Leimbach,7,"Vereine, Stiftungen",1,Mikrounternehmen,6,47,30,17,27,17,10
2013,23,Leimbach,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,14,180,141,39,135,102,33
2013,23,Leimbach,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,9,43,34,9,23,18,5
2013,23,Leimbach,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,4,65,51,14,50,38,12
2013,23,Leimbach,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,1,72,56,16,,,
2013,24,Enge,0,Alle Rechtsformen,0,Alle Betriebsgrössen,2540,34107,15694,18413,26183,10398,15788
2013,24,Enge,0,Alle Rechtsformen,1,Mikrounternehmen,2198,6624,3421,3203,4710,2153,2559
2013,24,Enge,0,Alle Rechtsformen,2,Kleine Unternehmen,246,6969,3093,3876,5446,2211,3238
2013,24,Enge,0,Alle Rechtsformen,3,Mittlere Unternehmen,84,10789,4897,5892,8469,3339,5128
2013,24,Enge,0,Alle Rechtsformen,4,Grosse Unternehmen,12,9725,4283,5442,7558,2695,4863
2013,24,Enge,1,Einzelfirmen,0,Alle Betriebsgrössen,920,1752,1036,716,1181,617,566
2013,24,Enge,1,Einzelfirmen,1,Mikrounternehmen,919,1720,1027,693,1150,608,543
2013,24,Enge,1,Einzelfirmen,2,Kleine Unternehmen,1,32,9,23,,,
2013,24,Enge,2,Personengesellschaften,0,Alle Betriebsgrössen,72,628,386,242,497,282,215
2013,24,Enge,2,Personengesellschaften,1,Mikrounternehmen,64,233,156,77,164,100,64
2013,24,Enge,2,Personengesellschaften,2,Kleine Unternehmen,6,144,96,48,,,
2013,24,Enge,2,Personengesellschaften,3,Mittlere Unternehmen,2,251,134,117,,,
2013,24,Enge,3,Aktiengesellschaften,0,Alle Betriebsgrössen,1005,20088,8369,11719,17164,6493,10671
2013,24,Enge,3,Aktiengesellschaften,1,Mikrounternehmen,771,2976,1332,1644,2255,902,1353
2013,24,Enge,3,Aktiengesellschaften,2,Kleine Unternehmen,166,4356,1827,2529,3625,1382,2243
2013,24,Enge,3,Aktiengesellschaften,3,Mittlere Unternehmen,59,6789,2727,4062,5924,2155,3769
2013,24,Enge,3,Aktiengesellschaften,4,Grosse Unternehmen,9,5967,2483,3484,,,
2013,24,Enge,4,GmbH,0,Alle Betriebsgrössen,292,2960,918,2042,2512,643,1869
2013,24,Enge,4,GmbH,1,Mikrounternehmen,268,811,400,411,584,247,337
2013,24,Enge,4,GmbH,2,Kleine Unternehmen,21,556,266,290,369,158,211
2013,24,Enge,4,GmbH,3,Mittlere Unternehmen,2,273,95,178,,,
2013,24,Enge,4,GmbH,4,Grosse Unternehmen,1,1320,157,1163,,,
2013,24,Enge,5,Genossenschaften,0,Alle Betriebsgrössen,13,356,166,190,271,113,159
2013,24,Enge,5,Genossenschaften,1,Mikrounternehmen,7,36,20,16,,,
2013,24,Enge,5,Genossenschaften,2,Kleine Unternehmen,4,111,63,48,78,42,36
2013,24,Enge,5,Genossenschaften,3,Mittlere Unternehmen,2,209,83,126,,,
2013,24,Enge,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,57,895,323,572,831,284,546
2013,24,Enge,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,40,135,50,85,,,
2013,24,Enge,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,13,294,100,194,280,91,189
2013,24,Enge,6,Ausländische Kapitalgesellschaften,3,Mittlere Unternehmen,4,466,173,293,429,151,277
2013,24,Enge,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,133,1970,1026,944,1216,639,578
2013,24,Enge,7,"Vereine, Stiftungen",1,Mikrounternehmen,107,516,302,214,298,171,127
2013,24,Enge,7,"Vereine, Stiftungen",2,Kleine Unternehmen,24,1102,557,545,665,351,315
2013,24,Enge,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,2,352,167,185,,,
2013,24,Enge,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,48,5458,3470,1988,2511,1327,1184
2013,24,Enge,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,22,197,134,63,116,70,46
2013,24,Enge,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,11,374,175,199,287,107,180
2013,24,Enge,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,13,2449,1518,931,1221,664,557
2013,24,Enge,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,2,2438,1643,795,,,
2013,30,Kreis 3,0,Alle Rechtsformen,0,Alle Betriebsgrössen,4001,43185,19653,23532,33348,13285,20064
2013,30,Kreis 3,0,Alle Rechtsformen,1,Mikrounternehmen,3539,9049,4496,4553,6265,2714,3551
2013,30,Kreis 3,0,Alle Rechtsformen,2,Kleine Unternehmen,355,8997,4280,4717,7042,2987,4056
2013,30,Kreis 3,0,Alle Rechtsformen,3,Mittlere Unternehmen,90,11443,4952,6491,9170,3363,5808
2013,30,Kreis 3,0,Alle Rechtsformen,4,Grosse Unternehmen,17,13696,5925,7771,10871,4221,6649
2013,30,Kreis 3,1,Einzelfirmen,0,Alle Betriebsgrössen,2047,3066,1569,1497,2011,905,1108
2013,30,Kreis 3,1,Einzelfirmen,1,Mikrounternehmen,2039,2863,1447,1416,1849,814,1036
2013,30,Kreis 3,1,Einzelfirmen,2,Kleine Unternehmen,8,203,122,81,162,91,72
2013,30,Kreis 3,2,Personengesellschaften,0,Alle Betriebsgrössen,113,714,444,270,417,237,179
2013,30,Kreis 3,2,Personengesellschaften,1,Mikrounternehmen,109,323,192,131,221,115,105
2013,30,Kreis 3,2,Personengesellschaften,2,Kleine Unternehmen,3,83,60,23,48,34,14
2013,30,Kreis 3,2,Personengesellschaften,3,Mittlere Unternehmen,1,308,192,116,,,
2013,30,Kreis 3,3,Aktiengesellschaften,0,Alle Betriebsgrössen,919,27686,10623,17063,22130,7214,14917
2013,30,Kreis 3,3,Aktiengesellschaften,1,Mikrounternehmen,615,2913,1333,1580,2214,881,1333
2013,30,Kreis 3,3,Aktiengesellschaften,2,Kleine Unternehmen,221,5382,2317,3065,4379,1663,2716
2013,30,Kreis 3,3,Aktiengesellschaften,3,Mittlere Unternehmen,67,8318,3084,5234,6856,2098,4759
2013,30,Kreis 3,3,Aktiengesellschaften,4,Grosse Unternehmen,16,11073,3889,7184,8681,2572,6109
2013,30,Kreis 3,4,GmbH,0,Alle Betriebsgrössen,605,3227,1512,1715,2294,929,1366
2013,30,Kreis 3,4,GmbH,1,Mikrounternehmen,563,1857,868,989,1291,518,774
2013,30,Kreis 3,4,GmbH,2,Kleine Unternehmen,40,1028,533,495,676,310,366
2013,30,Kreis 3,4,GmbH,3,Mittlere Unternehmen,2,342,111,231,,,
2013,30,Kreis 3,5,Genossenschaften,0,Alle Betriebsgrössen,46,1117,587,530,814,399,415
2013,30,Kreis 3,5,Genossenschaften,1,Mikrounternehmen,27,175,105,70,116,66,50
2013,30,Kreis 3,5,Genossenschaften,2,Kleine Unternehmen,14,454,258,196,359,190,169
2013,30,Kreis 3,5,Genossenschaften,3,Mittlere Unternehmen,5,488,224,264,339,143,196
2013,30,Kreis 3,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,12,147,67,80,130,54,75
2013,30,Kreis 3,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,8,27,11,16,23,8,14
2013,30,Kreis 3,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,4,120,56,64,107,46,61
2013,30,Kreis 3,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,150,2174,1424,750,1450,918,532
2013,30,Kreis 3,7,"Vereine, Stiftungen",1,Mikrounternehmen,115,566,335,231,337,188,149
2013,30,Kreis 3,7,"Vereine, Stiftungen",2,Kleine Unternehmen,27,798,437,361,539,280,259
2013,30,Kreis 3,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,8,810,652,158,574,450,124
2013,30,Kreis 3,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,109,5054,3427,1627,4102,2629,1472
2013,30,Kreis 3,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,63,325,205,120,214,124,90
2013,30,Kreis 3,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,38,929,497,432,772,373,399
2013,30,Kreis 3,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,7,1177,689,488,926,483,443
2013,30,Kreis 3,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,1,2623,2036,587,,,
2013,31,Alt-Wiedikon,0,Alle Rechtsformen,0,Alle Betriebsgrössen,1786,26695,10897,15798,21371,7622,13752
2013,31,Alt-Wiedikon,0,Alle Rechtsformen,1,Mikrounternehmen,1497,4257,2063,2194,3018,1279,1739
2013,31,Alt-Wiedikon,0,Alle Rechtsformen,2,Kleine Unternehmen,214,5148,2371,2777,4149,1720,2431
2013,31,Alt-Wiedikon,0,Alle Rechtsformen,3,Mittlere Unternehmen,61,7419,2827,4592,6453,2213,4241
2013,31,Alt-Wiedikon,0,Alle Rechtsformen,4,Grosse Unternehmen,14,9871,3636,6235,7751,2410,5341
2013,31,Alt-Wiedikon,1,Einzelfirmen,0,Alle Betriebsgrössen,760,1121,596,525,725,339,386
2013,31,Alt-Wiedikon,1,Einzelfirmen,1,Mikrounternehmen,758,1077,563,514,694,316,378
2013,31,Alt-Wiedikon,1,Einzelfirmen,2,Kleine Unternehmen,2,44,33,11,,,
2013,31,Alt-Wiedikon,2,Personengesellschaften,0,Alle Betriebsgrössen,50,186,120,66,120,74,48
2013,31,Alt-Wiedikon,2,Personengesellschaften,1,Mikrounternehmen,48,124,70,54,90,48,43
2013,31,Alt-Wiedikon,2,Personengesellschaften,2,Kleine Unternehmen,2,62,50,12,,,
2013,31,Alt-Wiedikon,3,Aktiengesellschaften,0,Alle Betriebsgrössen,570,21181,7983,13198,17440,5753,11687
2013,31,Alt-Wiedikon,3,Aktiengesellschaften,1,Mikrounternehmen,356,1721,775,946,1328,522,806
2013,31,Alt-Wiedikon,3,Aktiengesellschaften,2,Kleine Unternehmen,148,3449,1484,1965,2887,1116,1771
2013,31,Alt-Wiedikon,3,Aktiengesellschaften,3,Mittlere Unternehmen,52,6140,2088,4052,5474,1705,3769
2013,31,Alt-Wiedikon,3,Aktiengesellschaften,4,Grosse Unternehmen,14,9871,3636,6235,,,
2013,31,Alt-Wiedikon,4,GmbH,0,Alle Betriebsgrössen,277,1808,811,997,1355,538,818
2013,31,Alt-Wiedikon,4,GmbH,1,Mikrounternehmen,250,887,397,490,611,238,373
2013,31,Alt-Wiedikon,4,GmbH,2,Kleine Unternehmen,25,579,303,276,417,199,219
