Jahr,RaumSort,RaumLang,RechtsformSort,RechtsformLang,asBetriebsgrSort,BetriebsgrLang,Arbeitsstaetten,AnzBesch,AnzBeschW,AnzBeschM,AnzVZAano,AnzVZAWano,AnzVZAMano
2017,122,Schwamendingen-Mitte,7,"Vereine, Stiftungen",2,Kleine Unternehmen,9,354,284,70,230,186,44
2017,122,Schwamendingen-Mitte,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,31,781,580,201,270,181,87
2017,122,Schwamendingen-Mitte,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,21,142,98,44,70,45,24
2017,122,Schwamendingen-Mitte,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,10,639,482,157,200,136,63
2017,123,Hirzenbach,0,Alle Rechtsformen,0,Alle Betriebsgrössen,320,2233,1284,949,1623,854,768
2017,123,Hirzenbach,0,Alle Rechtsformen,1,Mikrounternehmen,290,655,334,321,434,189,244
2017,123,Hirzenbach,0,Alle Rechtsformen,2,Kleine Unternehmen,23,592,369,223,392,217,174
2017,123,Hirzenbach,0,Alle Rechtsformen,3,Mittlere Unternehmen,6,610,284,326,470,196,275
2017,123,Hirzenbach,0,Alle Rechtsformen,4,Grosse Unternehmen,1,376,297,79,327,252,75
2017,123,Hirzenbach,1,Einzelfirmen,0,Alle Betriebsgrössen,178,234,110,124,151,58,93
2017,123,Hirzenbach,1,Einzelfirmen,1,Mikrounternehmen,178,234,110,124,151,58,93
2017,123,Hirzenbach,2,Personengesellschaften,0,Alle Betriebsgrössen,3,3,2,1,2,1,1
2017,123,Hirzenbach,2,Personengesellschaften,1,Mikrounternehmen,3,3,2,1,,,
2017,123,Hirzenbach,3,Aktiengesellschaften,0,Alle Betriebsgrössen,27,334,101,233,297,75,222
2017,123,Hirzenbach,3,Aktiengesellschaften,1,Mikrounternehmen,22,109,44,65,90,30,59
2017,123,Hirzenbach,3,Aktiengesellschaften,2,Kleine Unternehmen,3,50,23,27,,,
2017,123,Hirzenbach,3,Aktiengesellschaften,3,Mittlere Unternehmen,2,175,34,141,,,
2017,123,Hirzenbach,4,GmbH,0,Alle Betriebsgrössen,59,175,71,104,124,44,80
2017,123,Hirzenbach,4,GmbH,1,Mikrounternehmen,56,121,43,78,88,27,61
2017,123,Hirzenbach,4,GmbH,2,Kleine Unternehmen,3,54,28,26,,,
2017,123,Hirzenbach,5,Genossenschaften,0,Alle Betriebsgrössen,5,170,85,85,127,60,67
2017,123,Hirzenbach,5,Genossenschaften,1,Mikrounternehmen,2,19,13,6,,,
2017,123,Hirzenbach,5,Genossenschaften,2,Kleine Unternehmen,2,76,30,46,,,
2017,123,Hirzenbach,5,Genossenschaften,3,Mittlere Unternehmen,1,75,42,33,,,
2017,123,Hirzenbach,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,21,585,351,234,391,219,171
2017,123,Hirzenbach,7,"Vereine, Stiftungen",1,Mikrounternehmen,10,41,25,16,21,12,9
2017,123,Hirzenbach,7,"Vereine, Stiftungen",2,Kleine Unternehmen,8,184,118,66,128,75,52
2017,123,Hirzenbach,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,3,360,208,152,,,
2017,123,Hirzenbach,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,27,732,564,168,531,397,134
2017,123,Hirzenbach,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,19,128,97,31,70,52,18
2017,123,Hirzenbach,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,7,228,170,58,134,93,41
2017,123,Hirzenbach,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,1,376,297,79,,,
2017,990,Kreis Unbekannt,0,Alle Rechtsformen,0,Alle Betriebsgrössen,115,565,287,278,386,171,217
2017,990,Kreis Unbekannt,0,Alle Rechtsformen,1,Mikrounternehmen,107,296,146,150,172,79,94
2017,990,Kreis Unbekannt,0,Alle Rechtsformen,2,Kleine Unternehmen,6,121,92,29,76,49,28
2017,990,Kreis Unbekannt,0,Alle Rechtsformen,3,Mittlere Unternehmen,2,148,49,99,138,43,95
2017,990,Kreis Unbekannt,1,Einzelfirmen,0,Alle Betriebsgrössen,25,28,11,17,18,6,11
2017,990,Kreis Unbekannt,1,Einzelfirmen,1,Mikrounternehmen,25,28,11,17,18,6,11
2017,990,Kreis Unbekannt,2,Personengesellschaften,0,Alle Betriebsgrössen,1,2,2,0,0,0,0
2017,990,Kreis Unbekannt,2,Personengesellschaften,1,Mikrounternehmen,1,2,2,0,,,
2017,990,Kreis Unbekannt,3,Aktiengesellschaften,0,Alle Betriebsgrössen,17,160,76,84,143,63,80
2017,990,Kreis Unbekannt,3,Aktiengesellschaften,1,Mikrounternehmen,13,42,22,20,36,17,19
2017,990,Kreis Unbekannt,3,Aktiengesellschaften,2,Kleine Unternehmen,3,39,22,17,,,
2017,990,Kreis Unbekannt,3,Aktiengesellschaften,3,Mittlere Unternehmen,1,79,32,47,,,
2017,990,Kreis Unbekannt,4,GmbH,0,Alle Betriebsgrössen,7,47,26,21,32,18,15
2017,990,Kreis Unbekannt,4,GmbH,1,Mikrounternehmen,7,47,26,21,32,18,15
2017,990,Kreis Unbekannt,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,4,32,13,19,30,13,19
2017,990,Kreis Unbekannt,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,3,14,7,7,,,
2017,990,Kreis Unbekannt,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,1,18,6,12,,,
2017,990,Kreis Unbekannt,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,58,221,141,80,92,55,37
2017,990,Kreis Unbekannt,7,"Vereine, Stiftungen",1,Mikrounternehmen,56,157,77,80,68,31,37
2017,990,Kreis Unbekannt,7,"Vereine, Stiftungen",2,Kleine Unternehmen,2,64,64,0,,,
2017,990,Kreis Unbekannt,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,3,75,18,57,71,16,55
2017,990,Kreis Unbekannt,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,2,6,1,5,,,
2017,990,Kreis Unbekannt,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,1,69,17,52,,,
2017,999,Quartier Unbekannt,0,Alle Rechtsformen,0,Alle Betriebsgrössen,115,565,287,278,386,171,217
2017,999,Quartier Unbekannt,0,Alle Rechtsformen,1,Mikrounternehmen,107,296,146,150,172,79,94
2017,999,Quartier Unbekannt,0,Alle Rechtsformen,2,Kleine Unternehmen,6,121,92,29,76,49,28
2017,999,Quartier Unbekannt,0,Alle Rechtsformen,3,Mittlere Unternehmen,2,148,49,99,138,43,95
2017,999,Quartier Unbekannt,1,Einzelfirmen,0,Alle Betriebsgrössen,25,28,11,17,18,6,11
2017,999,Quartier Unbekannt,1,Einzelfirmen,1,Mikrounternehmen,25,28,11,17,18,6,11
2017,999,Quartier Unbekannt,2,Personengesellschaften,0,Alle Betriebsgrössen,1,2,2,0,0,0,0
2017,999,Quartier Unbekannt,2,Personengesellschaften,1,Mikrounternehmen,1,2,2,0,,,
2017,999,Quartier Unbekannt,3,Aktiengesellschaften,0,Alle Betriebsgrössen,17,160,76,84,143,63,80
2017,999,Quartier Unbekannt,3,Aktiengesellschaften,1,Mikrounternehmen,13,42,22,20,36,17,19
2017,999,Quartier Unbekannt,3,Aktiengesellschaften,2,Kleine Unternehmen,3,39,22,17,,,
2017,999,Quartier Unbekannt,3,Aktiengesellschaften,3,Mittlere Unternehmen,1,79,32,47,,,
2017,999,Quartier Unbekannt,4,GmbH,0,Alle Betriebsgrössen,7,47,26,21,32,18,15
2017,999,Quartier Unbekannt,4,GmbH,1,Mikrounternehmen,7,47,26,21,32,18,15
2017,999,Quartier Unbekannt,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,4,32,13,19,30,13,19
2017,999,Quartier Unbekannt,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,3,14,7,7,,,
2017,999,Quartier Unbekannt,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,1,18,6,12,,,
2017,999,Quartier Unbekannt,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,58,221,141,80,92,55,37
2017,999,Quartier Unbekannt,7,"Vereine, Stiftungen",1,Mikrounternehmen,56,157,77,80,68,31,37
2017,999,Quartier Unbekannt,7,"Vereine, Stiftungen",2,Kleine Unternehmen,2,64,64,0,,,
2017,999,Quartier Unbekannt,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,3,75,18,57,71,16,55
2017,999,Quartier Unbekannt,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,2,6,1,5,,,
2017,999,Quartier Unbekannt,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,1,69,17,52,,,
2018,1,Ganze Stadt,0,Alle Rechtsformen,0,Alle Betriebsgrössen,45072,491835,228459,263376,378320,155767,222553
2018,1,Ganze Stadt,0,Alle Rechtsformen,1,Mikrounternehmen,39534,109969,57496,52473,73621,33719,39899
2018,1,Ganze Stadt,0,Alle Rechtsformen,2,Kleine Unternehmen,4332,116926,57878,59048,88288,38969,49318
2018,1,Ganze Stadt,0,Alle Rechtsformen,3,Mittlere Unternehmen,1018,129354,56456,72898,102037,39879,62160
2018,1,Ganze Stadt,0,Alle Rechtsformen,4,Grosse Unternehmen,188,135586,56629,78957,114374,43200,71176
2018,1,Ganze Stadt,1,Einzelfirmen,0,Alle Betriebsgrössen,20567,31164,16791,14373,20244,9671,10573
2018,1,Ganze Stadt,1,Einzelfirmen,1,Mikrounternehmen,20484,29116,15816,13300,18665,9018,9647
2018,1,Ganze Stadt,1,Einzelfirmen,2,Kleine Unternehmen,81,1884,956,928,1421,636,785
2018,1,Ganze Stadt,1,Einzelfirmen,3,Mittlere Unternehmen,2,164,19,145,158,17,141
2018,1,Ganze Stadt,2,Personengesellschaften,0,Alle Betriebsgrössen,962,4828,3097,1731,3354,1997,1358
2018,1,Ganze Stadt,2,Personengesellschaften,1,Mikrounternehmen,913,2957,1957,1000,1949,1199,750
2018,1,Ganze Stadt,2,Personengesellschaften,2,Kleine Unternehmen,45,1030,679,351,786,490,296
2018,1,Ganze Stadt,2,Personengesellschaften,3,Mittlere Unternehmen,4,841,461,380,619,308,312
2018,1,Ganze Stadt,3,Aktiengesellschaften,0,Alle Betriebsgrössen,11438,255788,103428,152360,209951,75242,134709
2018,1,Ganze Stadt,3,Aktiengesellschaften,1,Mikrounternehmen,8207,36891,17452,19439,27635,11630,16004
2018,1,Ganze Stadt,3,Aktiengesellschaften,2,Kleine Unternehmen,2495,63723,27566,36157,51550,19802,31748
2018,1,Ganze Stadt,3,Aktiengesellschaften,3,Mittlere Unternehmen,615,76019,29450,46569,62169,21314,40855
2018,1,Ganze Stadt,3,Aktiengesellschaften,4,Grosse Unternehmen,121,79155,28960,50195,68597,22496,46102
2018,1,Ganze Stadt,4,GmbH,0,Alle Betriebsgrössen,7625,43192,19371,23821,32260,12434,19825
2018,1,Ganze Stadt,4,GmbH,1,Mikrounternehmen,7070,23299,11112,12187,16492,6779,9713
2018,1,Ganze Stadt,4,GmbH,2,Kleine Unternehmen,516,12499,6074,6425,9140,3932,5207
2018,1,Ganze Stadt,4,GmbH,3,Mittlere Unternehmen,37,3845,1587,2258,3245,1177,2068
2018,1,Ganze Stadt,4,GmbH,4,Grosse Unternehmen,2,3549,598,2951,3383,546,2837
2018,1,Ganze Stadt,5,Genossenschaften,0,Alle Betriebsgrössen,501,14395,7653,6742,10720,5242,5478
2018,1,Ganze Stadt,5,Genossenschaften,1,Mikrounternehmen,279,1781,1028,753,1125,612,512
2018,1,Ganze Stadt,5,Genossenschaften,2,Kleine Unternehmen,180,5517,3047,2470,3907,2002,1905
2018,1,Ganze Stadt,5,Genossenschaften,3,Mittlere Unternehmen,37,4368,2379,1989,3248,1657,1592
2018,1,Ganze Stadt,5,Genossenschaften,4,Grosse Unternehmen,5,2729,1199,1530,2440,971,1469
2018,1,Ganze Stadt,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,302,4176,1612,2564,3800,1364,2435
2018,1,Ganze Stadt,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,231,736,290,446,636,225,410
2018,1,Ganze Stadt,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,53,1199,441,758,1077,361,716
2018,1,Ganze Stadt,6,Ausländische Kapitalgesellschaften,3,Mittlere Unternehmen,16,1669,680,989,1560,606,954
2018,1,Ganze Stadt,6,Ausländische Kapitalgesellschaften,4,Grosse Unternehmen,2,572,201,371,527,172,355
2018,1,Ganze Stadt,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,2250,42687,25936,16751,27578,16380,11199
2018,1,Ganze Stadt,7,"Vereine, Stiftungen",1,Mikrounternehmen,1688,8191,4941,3250,4570,2697,1873
2018,1,Ganze Stadt,7,"Vereine, Stiftungen",2,Kleine Unternehmen,461,14833,9313,5520,9394,5785,3609
2018,1,Ganze Stadt,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,96,12658,7265,5393,8299,4706,3593
2018,1,Ganze Stadt,7,"Vereine, Stiftungen",4,Grosse Unternehmen,5,7005,4417,2588,5315,3192,2124
2018,1,Ganze Stadt,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,1427,95605,50571,45034,70413,33437,36976
2018,1,Ganze Stadt,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,662,6998,4900,2098,2549,1559,990
2018,1,Ganze Stadt,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,501,16241,9802,6439,11013,5961,5052
2018,1,Ganze Stadt,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,211,29790,14615,15175,22739,10094,12645
2018,1,Ganze Stadt,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,53,42576,21254,21322,34112,15823,18289
2018,10,Kreis 1,0,Alle Rechtsformen,0,Alle Betriebsgrössen,5499,73347,36795,36552,56800,25930,30869
2018,10,Kreis 1,0,Alle Rechtsformen,1,Mikrounternehmen,4546,16196,9407,6789,11235,5980,5257
2018,10,Kreis 1,0,Alle Rechtsformen,2,Kleine Unternehmen,741,18589,9874,8715,14503,7049,7453
2018,10,Kreis 1,0,Alle Rechtsformen,3,Mittlere Unternehmen,190,24087,11458,12629,19180,8382,10796
2018,10,Kreis 1,0,Alle Rechtsformen,4,Grosse Unternehmen,22,14475,6056,8419,11882,4519,7363
2018,10,Kreis 1,1,Einzelfirmen,0,Alle Betriebsgrössen,1622,3276,1958,1318,2301,1242,1060
2018,10,Kreis 1,1,Einzelfirmen,1,Mikrounternehmen,1607,2874,1743,1131,1978,1082,897
2018,10,Kreis 1,1,Einzelfirmen,2,Kleine Unternehmen,15,402,215,187,323,160,163
2018,10,Kreis 1,2,Personengesellschaften,0,Alle Betriebsgrössen,151,1266,815,451,974,573,400
2018,10,Kreis 1,2,Personengesellschaften,1,Mikrounternehmen,133,548,407,141,368,258,110
2018,10,Kreis 1,2,Personengesellschaften,2,Kleine Unternehmen,16,347,227,120,282,174,108
2018,10,Kreis 1,2,Personengesellschaften,3,Mittlere Unternehmen,2,371,181,190,,,
2018,10,Kreis 1,3,Aktiengesellschaften,0,Alle Betriebsgrössen,2372,41656,20401,21255,33884,15167,18718
2018,10,Kreis 1,3,Aktiengesellschaften,1,Mikrounternehmen,1754,7889,4345,3544,5887,3012,2876
2018,10,Kreis 1,3,Aktiengesellschaften,2,Kleine Unternehmen,489,11911,6324,5587,9403,4569,4834
2018,10,Kreis 1,3,Aktiengesellschaften,3,Mittlere Unternehmen,114,13334,6042,7292,11140,4597,6543
2018,10,Kreis 1,3,Aktiengesellschaften,4,Grosse Unternehmen,15,8522,3690,4832,7454,2989,4465
2018,10,Kreis 1,4,GmbH,0,Alle Betriebsgrössen,810,5348,2903,2445,4034,1959,2075
2018,10,Kreis 1,4,GmbH,1,Mikrounternehmen,719,2712,1599,1113,1926,1027,899
2018,10,Kreis 1,4,GmbH,2,Kleine Unternehmen,84,1932,990,942,1500,682,818
2018,10,Kreis 1,4,GmbH,3,Mittlere Unternehmen,7,704,314,390,608,250,358
2018,10,Kreis 1,5,Genossenschaften,0,Alle Betriebsgrössen,76,2226,1216,1010,1655,874,780
2018,10,Kreis 1,5,Genossenschaften,1,Mikrounternehmen,36,225,156,69,165,109,56
2018,10,Kreis 1,5,Genossenschaften,2,Kleine Unternehmen,32,853,511,342,673,373,300
2018,10,Kreis 1,5,Genossenschaften,3,Mittlere Unternehmen,8,1148,549,599,817,392,424
2018,10,Kreis 1,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,67,1189,452,737,1105,393,712
2018,10,Kreis 1,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,44,144,61,83,121,45,76
2018,10,Kreis 1,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,17,341,150,191,318,132,186
2018,10,Kreis 1,6,Ausländische Kapitalgesellschaften,3,Mittlere Unternehmen,6,704,241,463,666,216,450
2018,10,Kreis 1,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,248,3939,2108,1831,2305,1250,1055
2018,10,Kreis 1,7,"Vereine, Stiftungen",1,Mikrounternehmen,201,870,501,369,516,296,220
2018,10,Kreis 1,7,"Vereine, Stiftungen",2,Kleine Unternehmen,36,1022,577,445,666,371,295
2018,10,Kreis 1,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,11,2047,1030,1017,1123,583,540
2018,10,Kreis 1,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,153,14447,6942,7505,10542,4472,6069
2018,10,Kreis 1,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,52,934,595,339,274,151,123
2018,10,Kreis 1,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,52,1781,880,901,1338,588,749
2018,10,Kreis 1,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,42,5779,3101,2678,4502,2203,2299
2018,10,Kreis 1,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,7,5953,2366,3587,4428,1530,2898
2018,11,Rathaus,0,Alle Rechtsformen,0,Alle Betriebsgrössen,1563,10548,5654,4894,7492,3625,3865
2018,11,Rathaus,0,Alle Rechtsformen,1,Mikrounternehmen,1402,4404,2509,1895,2982,1529,1452
2018,11,Rathaus,0,Alle Rechtsformen,2,Kleine Unternehmen,143,3318,1744,1574,2523,1196,1327
2018,11,Rathaus,0,Alle Rechtsformen,3,Mittlere Unternehmen,17,2524,1274,1250,1715,790,924
2018,11,Rathaus,0,Alle Rechtsformen,4,Grosse Unternehmen,1,302,127,175,272,110,162
2018,11,Rathaus,1,Einzelfirmen,0,Alle Betriebsgrössen,680,1352,766,586,936,470,465
2018,11,Rathaus,1,Einzelfirmen,1,Mikrounternehmen,673,1199,706,493,811,427,383
2018,11,Rathaus,1,Einzelfirmen,2,Kleine Unternehmen,7,153,60,93,125,43,82
2018,11,Rathaus,2,Personengesellschaften,0,Alle Betriebsgrössen,49,272,188,84,189,123,65
2018,11,Rathaus,2,Personengesellschaften,1,Mikrounternehmen,45,183,125,58,118,75,43
2018,11,Rathaus,2,Personengesellschaften,2,Kleine Unternehmen,4,89,63,26,71,48,22
2018,11,Rathaus,3,Aktiengesellschaften,0,Alle Betriebsgrössen,460,4899,2544,2355,3548,1626,1923
2018,11,Rathaus,3,Aktiengesellschaften,1,Mikrounternehmen,366,1727,927,800,1214,582,632
2018,11,Rathaus,3,Aktiengesellschaften,2,Kleine Unternehmen,86,1961,1020,941,1492,695,797
2018,11,Rathaus,3,Aktiengesellschaften,3,Mittlere Unternehmen,7,909,470,439,570,239,332
2018,11,Rathaus,3,Aktiengesellschaften,4,Grosse Unternehmen,1,302,127,175,,,
2018,11,Rathaus,4,GmbH,0,Alle Betriebsgrössen,270,1411,773,638,1048,518,530
2018,11,Rathaus,4,GmbH,1,Mikrounternehmen,243,872,504,368,614,320,294
2018,11,Rathaus,4,GmbH,2,Kleine Unternehmen,27,539,269,270,434,198,236
2018,11,Rathaus,5,Genossenschaften,0,Alle Betriebsgrössen,9,557,204,353,297,111,185
2018,11,Rathaus,5,Genossenschaften,1,Mikrounternehmen,3,12,11,1,,,
2018,11,Rathaus,5,Genossenschaften,2,Kleine Unternehmen,4,116,85,31,,,
2018,11,Rathaus,5,Genossenschaften,3,Mittlere Unternehmen,2,429,108,321,,,
2018,11,Rathaus,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,10,136,24,112,128,21,108
2018,11,Rathaus,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,9,31,10,21,,,
2018,11,Rathaus,6,Ausländische Kapitalgesellschaften,3,Mittlere Unternehmen,1,105,14,91,,,
2018,11,Rathaus,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,64,740,453,287,475,280,195
2018,11,Rathaus,7,"Vereine, Stiftungen",1,Mikrounternehmen,53,253,149,104,143,82,61
2018,11,Rathaus,7,"Vereine, Stiftungen",2,Kleine Unternehmen,9,308,186,122,,,
2018,11,Rathaus,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,2,179,118,61,,,
2018,11,Rathaus,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,21,1181,702,479,871,476,394
2018,11,Rathaus,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,10,127,77,50,47,27,19
2018,11,Rathaus,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,6,152,61,91,128,48,81
2018,11,Rathaus,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,5,902,564,338,696,401,294
2018,12,Hochschulen,0,Alle Rechtsformen,0,Alle Betriebsgrössen,727,15330,7994,7336,10379,4976,5408
2018,12,Hochschulen,0,Alle Rechtsformen,1,Mikrounternehmen,579,2494,1611,883,1453,845,609
2018,12,Hochschulen,0,Alle Rechtsformen,2,Kleine Unternehmen,100,2871,1583,1288,2144,1080,1065
2018,12,Hochschulen,0,Alle Rechtsformen,3,Mittlere Unternehmen,43,5584,2684,2900,4062,1841,2223
2018,12,Hochschulen,0,Alle Rechtsformen,4,Grosse Unternehmen,5,4381,2116,2265,2720,1210,1511
2018,12,Hochschulen,1,Einzelfirmen,0,Alle Betriebsgrössen,257,574,387,187,387,243,145
2018,12,Hochschulen,1,Einzelfirmen,1,Mikrounternehmen,256,515,337,178,342,205,137
2018,12,Hochschulen,1,Einzelfirmen,2,Kleine Unternehmen,1,59,50,9,,,
2018,12,Hochschulen,2,Personengesellschaften,0,Alle Betriebsgrössen,22,137,108,29,99,73,25
2018,12,Hochschulen,2,Personengesellschaften,1,Mikrounternehmen,19,70,62,8,44,38,6
2018,12,Hochschulen,2,Personengesellschaften,2,Kleine Unternehmen,3,67,46,21,,,
2018,12,Hochschulen,3,Aktiengesellschaften,0,Alle Betriebsgrössen,211,4922,2441,2481,3744,1687,2060
2018,12,Hochschulen,3,Aktiengesellschaften,1,Mikrounternehmen,145,808,495,313,558,320,238
2018,12,Hochschulen,3,Aktiengesellschaften,2,Kleine Unternehmen,50,1302,700,602,975,475,501
2018,12,Hochschulen,3,Aktiengesellschaften,3,Mittlere Unternehmen,14,1301,529,772,1145,432,714
2018,12,Hochschulen,3,Aktiengesellschaften,4,Grosse Unternehmen,2,1511,717,794,,,
2018,12,Hochschulen,4,GmbH,0,Alle Betriebsgrössen,77,427,251,176,309,161,148
2018,12,Hochschulen,4,GmbH,1,Mikrounternehmen,72,258,149,109,182,94,88
2018,12,Hochschulen,4,GmbH,2,Kleine Unternehmen,5,169,102,67,127,67,60
2018,12,Hochschulen,5,Genossenschaften,0,Alle Betriebsgrössen,17,364,254,110,279,187,94
2018,12,Hochschulen,5,Genossenschaften,1,Mikrounternehmen,10,52,31,21,38,23,16
2018,12,Hochschulen,5,Genossenschaften,2,Kleine Unternehmen,6,186,120,66,152,93,59
2018,12,Hochschulen,5,Genossenschaften,3,Mittlere Unternehmen,1,126,103,23,,,
2018,12,Hochschulen,6,Ausländische Kapitalgesellschaften,0,Alle Betriebsgrössen,4,41,14,27,36,11,24
2018,12,Hochschulen,6,Ausländische Kapitalgesellschaften,1,Mikrounternehmen,3,13,2,11,,,
2018,12,Hochschulen,6,Ausländische Kapitalgesellschaften,2,Kleine Unternehmen,1,28,12,16,,,
2018,12,Hochschulen,7,"Vereine, Stiftungen",0,Alle Betriebsgrössen,74,1875,894,981,1008,502,507
2018,12,Hochschulen,7,"Vereine, Stiftungen",1,Mikrounternehmen,58,289,176,113,179,110,69
2018,12,Hochschulen,7,"Vereine, Stiftungen",2,Kleine Unternehmen,11,284,143,141,186,90,96
2018,12,Hochschulen,7,"Vereine, Stiftungen",3,Mittlere Unternehmen,5,1302,575,727,643,302,342
2018,12,Hochschulen,8,"Öffentliche Unternehmen, Verwaltung",0,Alle Betriebsgrössen,65,6990,3645,3345,4517,2112,2405
2018,12,Hochschulen,8,"Öffentliche Unternehmen, Verwaltung",1,Mikrounternehmen,16,489,359,130,100,54,46
2018,12,Hochschulen,8,"Öffentliche Unternehmen, Verwaltung",2,Kleine Unternehmen,23,776,410,366,578,272,307
2018,12,Hochschulen,8,"Öffentliche Unternehmen, Verwaltung",3,Mittlere Unternehmen,23,2855,1477,1378,2185,1036,1148
2018,12,Hochschulen,8,"Öffentliche Unternehmen, Verwaltung",4,Grosse Unternehmen,3,2870,1399,1471,,,
2018,13,Lindenhof,0,Alle Rechtsformen,0,Alle Betriebsgrössen,1188,13562,6706,6856,11020,4990,6031
2018,13,Lindenhof,0,Alle Rechtsformen,1,Mikrounternehmen,1023,3528,2037,1491,2499,1360,1141
2018,13,Lindenhof,0,Alle Rechtsformen,2,Kleine Unternehmen,129,3463,1908,1555,2687,1369,1318
2018,13,Lindenhof,0,Alle Rechtsformen,3,Mittlere Unternehmen,32,3667,1744,1923,3136,1366,1769
2018,13,Lindenhof,0,Alle Rechtsformen,4,Grosse Unternehmen,4,2904,1017,1887,2698,895,1803
2018,13,Lindenhof,1,Einzelfirmen,0,Alle Betriebsgrössen,313,646,388,258,464,256,209
2018,13,Lindenhof,1,Einzelfirmen,1,Mikrounternehmen,310,564,344,220,399,222,178
2018,13,Lindenhof,1,Einzelfirmen,2,Kleine Unternehmen,3,82,44,38,,,
2018,13,Lindenhof,2,Personengesellschaften,0,Alle Betriebsgrössen,35,176,125,51,128,88,40
2018,13,Lindenhof,2,Personengesellschaften,1,Mikrounternehmen,33,129,91,38,90,62,28
2018,13,Lindenhof,2,Personengesellschaften,2,Kleine Unternehmen,2,47,34,13,,,
2018,13,Lindenhof,3,Aktiengesellschaften,0,Alle Betriebsgrössen,581,7995,3947,4048,6722,3077,3645
2018,13,Lindenhof,3,Aktiengesellschaften,1,Mikrounternehmen,466,1947,1114,833,1478,792,686
2018,13,Lindenhof,3,Aktiengesellschaften,2,Kleine Unternehmen,95,2449,1354,1095,1968,1011,957
2018,13,Lindenhof,3,Aktiengesellschaften,3,Mittlere Unternehmen,18,1831,811,1020,1603,655,948
2018,13,Lindenhof,3,Aktiengesellschaften,4,Grosse Unternehmen,2,1768,668,1100,,,
2018,13,Lindenhof,4,GmbH,0,Alle Betriebsgrössen,164,935,545,390,694,376,319
2018,13,Lindenhof,4,GmbH,1,Mikrounternehmen,150,468,272,196,340,180,160
2018,13,Lindenhof,4,GmbH,2,Kleine Unternehmen,12,315,171,144,228,113,116
2018,13,Lindenhof,4,GmbH,3,Mittlere Unternehmen,2,152,102,50,,,
